
/home/dl/anaconda3/envs/ly_transmvs/bin/python /home/dl/ly_pro/3DRecon/Recon_Ablation/Mobile_trans0918/train.py --logdir=./outputs/dtu_training --dataset=dtu_yao --batch_size=6 --epochs=16 --trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/ --trainlist=lists/dtu/train.txt --testlist=lists/dtu/val.txt --numdepth=192 --ndepths=32,16,8,4 --nviews=5 --wd=0.0001 --depth_inter_r=8.0, 4.0,1.0,0.5 --lrepochs=6,8,12:2 --dlossw=1.0,1.0,1.0,1.0
current time 20230919_164239
creating new summary file
argv: ['--logdir=./outputs/dtu_training', '--dataset=dtu_yao', '--batch_size=6', '--epochs=16', '--trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/', '--trainlist=lists/dtu/train.txt', '--testlist=lists/dtu/val.txt', '--numdepth=192', '--ndepths=32,16,8,4', '--nviews=5', '--wd=0.0001', '--depth_inter_r=8.0, 4.0,1.0,0.5', '--lrepochs=6,8,12:2', '--dlossw=1.0,1.0,1.0,1.0']
################################  args  ################################
mode      	train                         	<class 'str'>
model     	mvsnet                        	<class 'str'>
device    	cuda                          	<class 'str'>
dataset   	dtu_yao                       	<class 'str'>
trainpath 	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
testpath  	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
trainlist 	lists/dtu/train.txt           	<class 'str'>
testlist  	lists/dtu/val.txt             	<class 'str'>
epochs    	16                            	<class 'int'>
lr        	0.001                         	<class 'float'>
lrepochs  	6,8,12:2                      	<class 'str'>
wd        	0.0001                        	<class 'float'>
nviews    	5                             	<class 'int'>
batch_size	6                             	<class 'int'>
numdepth  	192                           	<class 'int'>
interval_scale	1.06                          	<class 'float'>
loadckpt  	None                          	<class 'NoneType'>
logdir    	./outputs/dtu_training        	<class 'str'>
resume    	False                         	<class 'bool'>
summary_freq	10                            	<class 'int'>
save_freq 	1                             	<class 'int'>
eval_freq 	1                             	<class 'int'>
seed      	1                             	<class 'int'>
pin_m     	False                         	<class 'bool'>
local_rank	0                             	<class 'int'>
share_cr  	False                         	<class 'bool'>
ndepths   	32,16,8,4                     	<class 'str'>
fea_channels	64,32,16,8                    	<class 'str'>
depth_inter_r	8.0, 4.0,1.0,0.5              	<class 'str'>
dlossw    	1.0,1.0,1.0,1.0               	<class 'str'>
cr_base_chs	8,8,8,4                       	<class 'str'>
grad_method	detach                        	<class 'str'>
using_apex	False                         	<class 'bool'>
sync_bn   	False                         	<class 'bool'>
opt_level 	O0                            	<class 'str'>
keep_batchnorm_fp32	None                          	<class 'NoneType'>
loss_scale	None                          	<class 'NoneType'>
########################################################################
**********netphs:[32, 16, 8, 4], depth_intervals_ratio:[8.0, 4.0, 1.0, 0.5],  grad:detach, chs:[8, 8, 8, 4]************
start at epoch 0
Number of model parameters: 3503673
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 6174
/home/dl/anaconda3/envs/ly_transmvs/lib/python3.8/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Epoch 0/16, Iter 0/4516, lr 0.000335, train loss = 19.949, depth loss = 155.916, entropy loss = 19.949, time = 7.534
Epoch 8/16, Iter 792/1029, test loss = 4.188, depth loss = 1.788, entropy loss = 4.188, time = 0.407518
Epoch 8/16, Iter 802/1029, test loss = 9.477, depth loss = 4.887, entropy loss = 9.477, time = 0.409832
Epoch 8/16, Iter 812/1029, test loss = 9.930, depth loss = 8.197, entropy loss = 9.930, time = 0.405158
Epoch 8/16, Iter 822/1029, test loss = 6.695, depth loss = 15.825, entropy loss = 6.695, time = 0.408408
Epoch 8/16, Iter 832/1029, test loss = 9.883, depth loss = 6.945, entropy loss = 9.883, time = 0.405738
Epoch 8/16, Iter 842/1029, test loss = 6.945, depth loss = 9.256, entropy loss = 6.945, time = 0.406850
Epoch 8/16, Iter 852/1029, test loss = 8.238, depth loss = 7.441, entropy loss = 8.238, time = 0.405771
Epoch 8/16, Iter 862/1029, test loss = 9.187, depth loss = 19.218, entropy loss = 9.187, time = 0.405525
Epoch 8/16, Iter 872/1029, test loss = 7.673, depth loss = 11.535, entropy loss = 7.673, time = 0.406480
Epoch 8/16, Iter 882/1029, test loss = 7.717, depth loss = 3.559, entropy loss = 7.717, time = 0.404108
Epoch 8/16, Iter 892/1029, test loss = 9.881, depth loss = 20.332, entropy loss = 9.881, time = 0.407126
Epoch 8/16, Iter 902/1029, test loss = 9.200, depth loss = 7.235, entropy loss = 9.200, time = 0.405258
Epoch 8/16, Iter 912/1029, test loss = 10.652, depth loss = 18.413, entropy loss = 10.652, time = 0.404854
Epoch 8/16, Iter 922/1029, test loss = 3.456, depth loss = 2.005, entropy loss = 3.456, time = 0.406703
Epoch 8/16, Iter 932/1029, test loss = 3.453, depth loss = 1.138, entropy loss = 3.453, time = 0.406515
Epoch 8/16, Iter 942/1029, test loss = 3.315, depth loss = 1.219, entropy loss = 3.315, time = 0.407950
Epoch 8/16, Iter 952/1029, test loss = 3.118, depth loss = 0.948, entropy loss = 3.118, time = 0.407186
Epoch 8/16, Iter 962/1029, test loss = 3.611, depth loss = 1.041, entropy loss = 3.611, time = 0.407823
Epoch 8/16, Iter 972/1029, test loss = 4.449, depth loss = 2.834, entropy loss = 4.449, time = 0.411286
Epoch 8/16, Iter 982/1029, test loss = 3.500, depth loss = 1.510, entropy loss = 3.500, time = 0.405965
Epoch 8/16, Iter 992/1029, test loss = 3.456, depth loss = 1.573, entropy loss = 3.456, time = 0.407066
Epoch 8/16, Iter 1002/1029, test loss = 3.046, depth loss = 1.084, entropy loss = 3.046, time = 0.408774
Epoch 8/16, Iter 1012/1029, test loss = 2.834, depth loss = 0.796, entropy loss = 2.834, time = 0.406443
Epoch 8/16, Iter 1022/1029, test loss = 2.645, depth loss = 0.831, entropy loss = 2.645, time = 0.408970
avg_test_scalars: {'loss': 5.346322653476652, 'depth_loss': 4.90463345466712, 'entropy_loss': 5.346322653476652, 'abs_depth_error': 5.31653935313804, 'thres2mm_error': 0.19145463619551342, 'thres4mm_error': 0.11004795223715252, 'thres8mm_error': 0.07138950908461547, 'thres14mm_error': 0.05300651496005642, 'thres20mm_error': 0.044170593971271606, 'thres2mm_abserror': 0.6758649173700427, 'thres4mm_abserror': 2.7276879517747084, 'thres8mm_abserror': 5.5270477142927135, 'thres14mm_abserror': 10.538954314036319, 'thres20mm_abserror': 16.713710426241594, 'thres>20mm_abserror': 72.85156073167094}
Epoch 9/16, Iter 6/4516, lr 0.000250, train loss = 5.348, depth loss = 11.308, entropy loss = 5.348, time = 1.574
Epoch 9/16, Iter 16/4516, lr 0.000250, train loss = 4.452, depth loss = 8.151, entropy loss = 4.452, time = 1.577
Epoch 9/16, Iter 26/4516, lr 0.000250, train loss = 4.697, depth loss = 3.308, entropy loss = 4.697, time = 1.581
Epoch 9/16, Iter 36/4516, lr 0.000250, train loss = 3.741, depth loss = 1.984, entropy loss = 3.741, time = 1.585
Epoch 9/16, Iter 46/4516, lr 0.000250, train loss = 4.191, depth loss = 2.694, entropy loss = 4.191, time = 1.577
Epoch 9/16, Iter 56/4516, lr 0.000250, train loss = 3.451, depth loss = 3.070, entropy loss = 3.451, time = 1.579
Epoch 9/16, Iter 66/4516, lr 0.000250, train loss = 3.662, depth loss = 1.367, entropy loss = 3.662, time = 1.571
Epoch 9/16, Iter 76/4516, lr 0.000250, train loss = 3.863, depth loss = 3.057, entropy loss = 3.863, time = 1.578
Epoch 9/16, Iter 86/4516, lr 0.000250, train loss = 4.574, depth loss = 3.674, entropy loss = 4.574, time = 1.580
Epoch 9/16, Iter 96/4516, lr 0.000250, train loss = 4.361, depth loss = 5.170, entropy loss = 4.361, time = 1.583
Epoch 9/16, Iter 106/4516, lr 0.000250, train loss = 3.116, depth loss = 4.477, entropy loss = 3.116, time = 1.577
Epoch 9/16, Iter 116/4516, lr 0.000250, train loss = 4.302, depth loss = 6.164, entropy loss = 4.302, time = 1.582
Epoch 9/16, Iter 126/4516, lr 0.000250, train loss = 4.088, depth loss = 2.264, entropy loss = 4.088, time = 1.577
Epoch 9/16, Iter 136/4516, lr 0.000250, train loss = 5.610, depth loss = 6.979, entropy loss = 5.610, time = 1.578
Epoch 9/16, Iter 146/4516, lr 0.000250, train loss = 3.877, depth loss = 3.078, entropy loss = 3.877, time = 1.582
Epoch 9/16, Iter 156/4516, lr 0.000250, train loss = 4.008, depth loss = 2.259, entropy loss = 4.008, time = 1.581
Epoch 9/16, Iter 166/4516, lr 0.000250, train loss = 4.215, depth loss = 3.293, entropy loss = 4.215, time = 1.584
Epoch 9/16, Iter 176/4516, lr 0.000250, train loss = 4.294, depth loss = 3.763, entropy loss = 4.294, time = 1.578
Epoch 9/16, Iter 186/4516, lr 0.000250, train loss = 4.405, depth loss = 2.401, entropy loss = 4.405, time = 1.581
Epoch 9/16, Iter 196/4516, lr 0.000250, train loss = 4.545, depth loss = 4.038, entropy loss = 4.545, time = 1.582
Epoch 9/16, Iter 206/4516, lr 0.000250, train loss = 4.751, depth loss = 2.297, entropy loss = 4.751, time = 1.585
Epoch 9/16, Iter 216/4516, lr 0.000250, train loss = 5.098, depth loss = 5.615, entropy loss = 5.098, time = 1.581
Epoch 9/16, Iter 226/4516, lr 0.000250, train loss = 3.578, depth loss = 1.752, entropy loss = 3.578, time = 1.579
Epoch 9/16, Iter 236/4516, lr 0.000250, train loss = 4.199, depth loss = 3.926, entropy loss = 4.199, time = 1.582
Epoch 9/16, Iter 246/4516, lr 0.000250, train loss = 4.752, depth loss = 4.205, entropy loss = 4.752, time = 1.580
Epoch 9/16, Iter 256/4516, lr 0.000250, train loss = 4.930, depth loss = 4.817, entropy loss = 4.930, time = 1.586
Epoch 9/16, Iter 266/4516, lr 0.000250, train loss = 4.383, depth loss = 4.397, entropy loss = 4.383, time = 1.590
Epoch 9/16, Iter 276/4516, lr 0.000250, train loss = 4.012, depth loss = 3.532, entropy loss = 4.012, time = 1.581
Epoch 9/16, Iter 286/4516, lr 0.000250, train loss = 4.200, depth loss = 2.313, entropy loss = 4.200, time = 1.580
Epoch 9/16, Iter 296/4516, lr 0.000250, train loss = 4.640, depth loss = 2.528, entropy loss = 4.640, time = 1.580
Epoch 9/16, Iter 306/4516, lr 0.000250, train loss = 4.739, depth loss = 3.920, entropy loss = 4.739, time = 1.581
Epoch 9/16, Iter 316/4516, lr 0.000250, train loss = 5.359, depth loss = 5.438, entropy loss = 5.359, time = 1.584
Epoch 9/16, Iter 326/4516, lr 0.000250, train loss = 3.663, depth loss = 1.949, entropy loss = 3.663, time = 1.583
Epoch 9/16, Iter 336/4516, lr 0.000250, train loss = 4.697, depth loss = 3.061, entropy loss = 4.697, time = 1.578
Epoch 9/16, Iter 346/4516, lr 0.000250, train loss = 4.102, depth loss = 1.810, entropy loss = 4.102, time = 1.578
Epoch 9/16, Iter 356/4516, lr 0.000250, train loss = 3.474, depth loss = 2.451, entropy loss = 3.474, time = 1.577
Epoch 9/16, Iter 366/4516, lr 0.000250, train loss = 3.937, depth loss = 2.655, entropy loss = 3.937, time = 1.572
Epoch 9/16, Iter 376/4516, lr 0.000250, train loss = 4.923, depth loss = 2.956, entropy loss = 4.923, time = 1.576
Epoch 9/16, Iter 386/4516, lr 0.000250, train loss = 4.152, depth loss = 2.536, entropy loss = 4.152, time = 1.571
Epoch 9/16, Iter 396/4516, lr 0.000250, train loss = 3.666, depth loss = 3.742, entropy loss = 3.666, time = 1.576
Epoch 9/16, Iter 406/4516, lr 0.000250, train loss = 3.659, depth loss = 2.834, entropy loss = 3.659, time = 1.572
Epoch 9/16, Iter 416/4516, lr 0.000250, train loss = 4.412, depth loss = 3.156, entropy loss = 4.412, time = 1.561
Epoch 9/16, Iter 426/4516, lr 0.000250, train loss = 4.099, depth loss = 2.356, entropy loss = 4.099, time = 1.572
Epoch 9/16, Iter 436/4516, lr 0.000250, train loss = 4.348, depth loss = 5.094, entropy loss = 4.348, time = 1.579
Epoch 9/16, Iter 446/4516, lr 0.000250, train loss = 4.065, depth loss = 4.301, entropy loss = 4.065, time = 1.577
Epoch 9/16, Iter 456/4516, lr 0.000250, train loss = 4.359, depth loss = 2.307, entropy loss = 4.359, time = 1.576
Epoch 9/16, Iter 466/4516, lr 0.000250, train loss = 3.163, depth loss = 3.472, entropy loss = 3.163, time = 1.577
Epoch 9/16, Iter 476/4516, lr 0.000250, train loss = 4.267, depth loss = 2.639, entropy loss = 4.267, time = 1.580
Epoch 9/16, Iter 486/4516, lr 0.000250, train loss = 5.239, depth loss = 3.152, entropy loss = 5.239, time = 1.574
Epoch 9/16, Iter 496/4516, lr 0.000250, train loss = 5.276, depth loss = 5.737, entropy loss = 5.276, time = 1.576
Epoch 9/16, Iter 506/4516, lr 0.000250, train loss = 4.702, depth loss = 2.781, entropy loss = 4.702, time = 1.581
Epoch 9/16, Iter 516/4516, lr 0.000250, train loss = 4.074, depth loss = 2.123, entropy loss = 4.074, time = 1.574
Epoch 9/16, Iter 526/4516, lr 0.000250, train loss = 6.123, depth loss = 8.246, entropy loss = 6.123, time = 1.584
Epoch 9/16, Iter 536/4516, lr 0.000250, train loss = 4.087, depth loss = 2.216, entropy loss = 4.087, time = 1.580
Epoch 9/16, Iter 546/4516, lr 0.000250, train loss = 3.923, depth loss = 3.817, entropy loss = 3.923, time = 1.572
Epoch 9/16, Iter 556/4516, lr 0.000250, train loss = 4.732, depth loss = 3.814, entropy loss = 4.732, time = 1.580
Epoch 9/16, Iter 566/4516, lr 0.000250, train loss = 3.930, depth loss = 4.555, entropy loss = 3.930, time = 1.579
Epoch 9/16, Iter 576/4516, lr 0.000250, train loss = 3.344, depth loss = 1.935, entropy loss = 3.344, time = 1.578
Epoch 9/16, Iter 586/4516, lr 0.000250, train loss = 4.385, depth loss = 3.173, entropy loss = 4.385, time = 1.588
Epoch 9/16, Iter 596/4516, lr 0.000250, train loss = 4.514, depth loss = 2.867, entropy loss = 4.514, time = 1.570
Epoch 9/16, Iter 606/4516, lr 0.000250, train loss = 3.541, depth loss = 1.894, entropy loss = 3.541, time = 1.581
Epoch 9/16, Iter 616/4516, lr 0.000250, train loss = 3.970, depth loss = 5.782, entropy loss = 3.970, time = 1.574
Epoch 9/16, Iter 626/4516, lr 0.000250, train loss = 4.429, depth loss = 3.614, entropy loss = 4.429, time = 1.574
Epoch 9/16, Iter 636/4516, lr 0.000250, train loss = 5.229, depth loss = 4.196, entropy loss = 5.229, time = 1.581
Epoch 9/16, Iter 646/4516, lr 0.000250, train loss = 4.007, depth loss = 2.359, entropy loss = 4.007, time = 1.575
Epoch 9/16, Iter 656/4516, lr 0.000250, train loss = 4.766, depth loss = 6.223, entropy loss = 4.766, time = 1.589
Epoch 9/16, Iter 666/4516, lr 0.000250, train loss = 4.591, depth loss = 4.188, entropy loss = 4.591, time = 1.582
Epoch 9/16, Iter 676/4516, lr 0.000250, train loss = 4.230, depth loss = 4.038, entropy loss = 4.230, time = 1.583
Epoch 9/16, Iter 686/4516, lr 0.000250, train loss = 4.471, depth loss = 2.810, entropy loss = 4.471, time = 1.581
Epoch 9/16, Iter 696/4516, lr 0.000250, train loss = 4.272, depth loss = 2.412, entropy loss = 4.272, time = 1.581
Epoch 9/16, Iter 706/4516, lr 0.000250, train loss = 4.435, depth loss = 3.698, entropy loss = 4.435, time = 1.585
Epoch 9/16, Iter 716/4516, lr 0.000250, train loss = 4.276, depth loss = 3.299, entropy loss = 4.276, time = 1.580
Epoch 9/16, Iter 726/4516, lr 0.000250, train loss = 4.350, depth loss = 2.294, entropy loss = 4.350, time = 1.574
Epoch 9/16, Iter 736/4516, lr 0.000250, train loss = 4.284, depth loss = 4.272, entropy loss = 4.284, time = 1.581
Epoch 9/16, Iter 746/4516, lr 0.000250, train loss = 3.529, depth loss = 1.976, entropy loss = 3.529, time = 1.574
Epoch 9/16, Iter 756/4516, lr 0.000250, train loss = 4.358, depth loss = 2.414, entropy loss = 4.358, time = 1.578
Epoch 9/16, Iter 766/4516, lr 0.000250, train loss = 3.946, depth loss = 2.213, entropy loss = 3.946, time = 1.578
Epoch 9/16, Iter 776/4516, lr 0.000250, train loss = 6.057, depth loss = 5.550, entropy loss = 6.057, time = 1.585
Epoch 9/16, Iter 786/4516, lr 0.000250, train loss = 4.675, depth loss = 5.554, entropy loss = 4.675, time = 1.581
Epoch 9/16, Iter 796/4516, lr 0.000250, train loss = 3.989, depth loss = 2.888, entropy loss = 3.989, time = 1.573
Epoch 9/16, Iter 806/4516, lr 0.000250, train loss = 4.044, depth loss = 2.783, entropy loss = 4.044, time = 1.579
Epoch 9/16, Iter 816/4516, lr 0.000250, train loss = 3.708, depth loss = 3.889, entropy loss = 3.708, time = 1.579
Epoch 9/16, Iter 826/4516, lr 0.000250, train loss = 4.562, depth loss = 2.356, entropy loss = 4.562, time = 1.578
Epoch 9/16, Iter 836/4516, lr 0.000250, train loss = 4.847, depth loss = 6.440, entropy loss = 4.847, time = 1.578
Epoch 9/16, Iter 846/4516, lr 0.000250, train loss = 4.558, depth loss = 3.891, entropy loss = 4.558, time = 1.578
Epoch 9/16, Iter 856/4516, lr 0.000250, train loss = 4.184, depth loss = 2.935, entropy loss = 4.184, time = 1.579
Epoch 9/16, Iter 866/4516, lr 0.000250, train loss = 4.929, depth loss = 5.042, entropy loss = 4.929, time = 1.578
Epoch 9/16, Iter 876/4516, lr 0.000250, train loss = 3.687, depth loss = 1.687, entropy loss = 3.687, time = 1.582
Epoch 9/16, Iter 886/4516, lr 0.000250, train loss = 4.487, depth loss = 4.265, entropy loss = 4.487, time = 1.580
Epoch 9/16, Iter 896/4516, lr 0.000250, train loss = 3.979, depth loss = 4.677, entropy loss = 3.979, time = 1.581
Epoch 9/16, Iter 906/4516, lr 0.000250, train loss = 4.268, depth loss = 3.141, entropy loss = 4.268, time = 1.583
Epoch 9/16, Iter 916/4516, lr 0.000250, train loss = 3.984, depth loss = 1.825, entropy loss = 3.984, time = 1.573
Epoch 9/16, Iter 926/4516, lr 0.000250, train loss = 4.232, depth loss = 2.957, entropy loss = 4.232, time = 1.578
Epoch 9/16, Iter 936/4516, lr 0.000250, train loss = 4.195, depth loss = 2.990, entropy loss = 4.195, time = 1.576
Epoch 9/16, Iter 946/4516, lr 0.000250, train loss = 3.513, depth loss = 3.958, entropy loss = 3.513, time = 1.576
Epoch 9/16, Iter 956/4516, lr 0.000250, train loss = 4.454, depth loss = 1.898, entropy loss = 4.454, time = 1.584
Epoch 9/16, Iter 966/4516, lr 0.000250, train loss = 3.808, depth loss = 4.633, entropy loss = 3.808, time = 1.580
Epoch 9/16, Iter 976/4516, lr 0.000250, train loss = 3.895, depth loss = 1.257, entropy loss = 3.895, time = 1.580
Epoch 9/16, Iter 986/4516, lr 0.000250, train loss = 4.740, depth loss = 2.912, entropy loss = 4.740, time = 1.589
Epoch 9/16, Iter 996/4516, lr 0.000250, train loss = 4.536, depth loss = 3.360, entropy loss = 4.536, time = 1.584
Epoch 9/16, Iter 1006/4516, lr 0.000250, train loss = 3.912, depth loss = 3.183, entropy loss = 3.912, time = 1.586
Epoch 9/16, Iter 1016/4516, lr 0.000250, train loss = 3.267, depth loss = 1.165, entropy loss = 3.267, time = 1.578
Epoch 9/16, Iter 1026/4516, lr 0.000250, train loss = 3.406, depth loss = 1.820, entropy loss = 3.406, time = 1.585
Epoch 9/16, Iter 1036/4516, lr 0.000250, train loss = 4.132, depth loss = 2.887, entropy loss = 4.132, time = 1.570
Epoch 9/16, Iter 1046/4516, lr 0.000250, train loss = 3.798, depth loss = 2.980, entropy loss = 3.798, time = 1.575
Epoch 9/16, Iter 1056/4516, lr 0.000250, train loss = 4.194, depth loss = 1.835, entropy loss = 4.194, time = 1.573
Epoch 9/16, Iter 1066/4516, lr 0.000250, train loss = 5.955, depth loss = 7.238, entropy loss = 5.955, time = 1.578
Epoch 9/16, Iter 1076/4516, lr 0.000250, train loss = 3.970, depth loss = 3.244, entropy loss = 3.970, time = 1.576
Epoch 9/16, Iter 1086/4516, lr 0.000250, train loss = 4.206, depth loss = 2.338, entropy loss = 4.206, time = 1.578
Epoch 9/16, Iter 1096/4516, lr 0.000250, train loss = 3.598, depth loss = 3.352, entropy loss = 3.598, time = 1.581
Epoch 9/16, Iter 1106/4516, lr 0.000250, train loss = 4.065, depth loss = 5.815, entropy loss = 4.065, time = 1.578
Epoch 9/16, Iter 1116/4516, lr 0.000250, train loss = 3.862, depth loss = 2.088, entropy loss = 3.862, time = 1.578
Epoch 9/16, Iter 1126/4516, lr 0.000250, train loss = 4.021, depth loss = 2.297, entropy loss = 4.021, time = 1.576
Epoch 9/16, Iter 1136/4516, lr 0.000250, train loss = 5.744, depth loss = 7.547, entropy loss = 5.744, time = 1.582
Epoch 9/16, Iter 1146/4516, lr 0.000250, train loss = 4.847, depth loss = 8.623, entropy loss = 4.847, time = 1.575
Epoch 9/16, Iter 1156/4516, lr 0.000250, train loss = 4.116, depth loss = 2.746, entropy loss = 4.116, time = 1.577
Epoch 9/16, Iter 1166/4516, lr 0.000250, train loss = 4.096, depth loss = 2.249, entropy loss = 4.096, time = 1.576
Epoch 9/16, Iter 1176/4516, lr 0.000250, train loss = 4.365, depth loss = 2.933, entropy loss = 4.365, time = 1.574
Epoch 9/16, Iter 1186/4516, lr 0.000250, train loss = 4.602, depth loss = 5.172, entropy loss = 4.602, time = 1.568
Epoch 9/16, Iter 1196/4516, lr 0.000250, train loss = 3.912, depth loss = 1.865, entropy loss = 3.912, time = 1.581
Epoch 9/16, Iter 1206/4516, lr 0.000250, train loss = 4.703, depth loss = 3.523, entropy loss = 4.703, time = 1.573
Epoch 9/16, Iter 1216/4516, lr 0.000250, train loss = 4.434, depth loss = 4.986, entropy loss = 4.434, time = 1.584
Epoch 9/16, Iter 1226/4516, lr 0.000250, train loss = 4.447, depth loss = 3.249, entropy loss = 4.447, time = 1.578
Epoch 9/16, Iter 1236/4516, lr 0.000250, train loss = 4.153, depth loss = 2.500, entropy loss = 4.153, time = 1.580
Epoch 9/16, Iter 1246/4516, lr 0.000250, train loss = 4.732, depth loss = 3.723, entropy loss = 4.732, time = 1.576
Epoch 9/16, Iter 1256/4516, lr 0.000250, train loss = 4.518, depth loss = 3.942, entropy loss = 4.518, time = 1.579
Epoch 9/16, Iter 1266/4516, lr 0.000250, train loss = 4.707, depth loss = 2.868, entropy loss = 4.707, time = 1.579
Epoch 9/16, Iter 1276/4516, lr 0.000250, train loss = 4.059, depth loss = 3.110, entropy loss = 4.059, time = 1.579
Epoch 9/16, Iter 1286/4516, lr 0.000250, train loss = 4.160, depth loss = 2.524, entropy loss = 4.160, time = 1.587
Epoch 9/16, Iter 1296/4516, lr 0.000250, train loss = 4.155, depth loss = 4.174, entropy loss = 4.155, time = 1.587
Epoch 9/16, Iter 1306/4516, lr 0.000250, train loss = 4.246, depth loss = 2.390, entropy loss = 4.246, time = 1.579
Epoch 9/16, Iter 1316/4516, lr 0.000250, train loss = 4.165, depth loss = 2.302, entropy loss = 4.165, time = 1.571
Epoch 9/16, Iter 1326/4516, lr 0.000250, train loss = 5.354, depth loss = 6.127, entropy loss = 5.354, time = 1.579
Epoch 9/16, Iter 1336/4516, lr 0.000250, train loss = 3.953, depth loss = 3.271, entropy loss = 3.953, time = 1.574
Epoch 9/16, Iter 1346/4516, lr 0.000250, train loss = 3.404, depth loss = 2.885, entropy loss = 3.404, time = 1.575
Epoch 9/16, Iter 1356/4516, lr 0.000250, train loss = 4.376, depth loss = 1.846, entropy loss = 4.376, time = 1.573
Epoch 9/16, Iter 1366/4516, lr 0.000250, train loss = 4.250, depth loss = 4.939, entropy loss = 4.250, time = 1.583
Epoch 9/16, Iter 1376/4516, lr 0.000250, train loss = 4.727, depth loss = 3.810, entropy loss = 4.727, time = 1.580
Epoch 9/16, Iter 1386/4516, lr 0.000250, train loss = 4.466, depth loss = 2.508, entropy loss = 4.466, time = 1.580
Epoch 9/16, Iter 1396/4516, lr 0.000250, train loss = 4.832, depth loss = 6.050, entropy loss = 4.832, time = 1.577
Epoch 9/16, Iter 1406/4516, lr 0.000250, train loss = 4.046, depth loss = 5.449, entropy loss = 4.046, time = 1.586
Epoch 9/16, Iter 1416/4516, lr 0.000250, train loss = 3.828, depth loss = 2.397, entropy loss = 3.828, time = 1.573
Epoch 9/16, Iter 1426/4516, lr 0.000250, train loss = 4.315, depth loss = 5.936, entropy loss = 4.315, time = 1.581
Epoch 9/16, Iter 1436/4516, lr 0.000250, train loss = 4.483, depth loss = 4.506, entropy loss = 4.483, time = 1.583
Epoch 9/16, Iter 1446/4516, lr 0.000250, train loss = 4.496, depth loss = 5.622, entropy loss = 4.496, time = 1.578
Epoch 9/16, Iter 1456/4516, lr 0.000250, train loss = 4.325, depth loss = 3.733, entropy loss = 4.325, time = 1.580
Epoch 9/16, Iter 1466/4516, lr 0.000250, train loss = 4.361, depth loss = 2.190, entropy loss = 4.361, time = 1.584
Epoch 9/16, Iter 1476/4516, lr 0.000250, train loss = 4.220, depth loss = 2.664, entropy loss = 4.220, time = 1.581
Epoch 9/16, Iter 1486/4516, lr 0.000250, train loss = 5.238, depth loss = 4.471, entropy loss = 5.238, time = 1.584
Epoch 9/16, Iter 1496/4516, lr 0.000250, train loss = 3.705, depth loss = 5.167, entropy loss = 3.705, time = 1.578
Epoch 9/16, Iter 1506/4516, lr 0.000250, train loss = 4.611, depth loss = 3.172, entropy loss = 4.611, time = 1.574
Epoch 9/16, Iter 1516/4516, lr 0.000250, train loss = 4.422, depth loss = 2.458, entropy loss = 4.422, time = 1.583
Epoch 9/16, Iter 1526/4516, lr 0.000250, train loss = 3.760, depth loss = 2.020, entropy loss = 3.760, time = 1.581
Epoch 9/16, Iter 1536/4516, lr 0.000250, train loss = 5.298, depth loss = 7.773, entropy loss = 5.298, time = 1.583
Epoch 9/16, Iter 1546/4516, lr 0.000250, train loss = 3.472, depth loss = 2.685, entropy loss = 3.472, time = 1.579
Epoch 9/16, Iter 1556/4516, lr 0.000250, train loss = 5.053, depth loss = 5.639, entropy loss = 5.053, time = 1.583
Epoch 9/16, Iter 1566/4516, lr 0.000250, train loss = 3.605, depth loss = 1.464, entropy loss = 3.605, time = 1.577
Epoch 9/16, Iter 1576/4516, lr 0.000250, train loss = 4.298, depth loss = 4.296, entropy loss = 4.298, time = 1.573
Epoch 9/16, Iter 1586/4516, lr 0.000250, train loss = 4.001, depth loss = 1.970, entropy loss = 4.001, time = 1.583
Epoch 9/16, Iter 1596/4516, lr 0.000250, train loss = 3.872, depth loss = 3.388, entropy loss = 3.872, time = 1.579
Epoch 9/16, Iter 1606/4516, lr 0.000250, train loss = 4.301, depth loss = 3.097, entropy loss = 4.301, time = 1.576
Epoch 9/16, Iter 1616/4516, lr 0.000250, train loss = 4.498, depth loss = 4.203, entropy loss = 4.498, time = 1.577
Epoch 9/16, Iter 1626/4516, lr 0.000250, train loss = 4.000, depth loss = 3.350, entropy loss = 4.000, time = 1.573
Epoch 9/16, Iter 1636/4516, lr 0.000250, train loss = 3.873, depth loss = 2.378, entropy loss = 3.873, time = 1.580
Epoch 9/16, Iter 1646/4516, lr 0.000250, train loss = 4.055, depth loss = 2.934, entropy loss = 4.055, time = 1.575
Epoch 9/16, Iter 1656/4516, lr 0.000250, train loss = 3.956, depth loss = 3.812, entropy loss = 3.956, time = 1.576
Epoch 9/16, Iter 1666/4516, lr 0.000250, train loss = 3.733, depth loss = 3.350, entropy loss = 3.733, time = 1.582
